Id,asm,bytes
40OBbdiUSJj8orKvwa72,17618056,8879104
40aUfOCuXKwHTBvAMq35,36381871,4280896
40abrZKOUqVJjRQAeSvX,126689,8507904
40as7FtBNoGZTuO5XpWq,34288361,8493056
40dBpWDhOUzZ5yVAKJF3,3478287,1945088
40ofYnDCl8TKJXwyGmrP,68267214,6800384
418XPavxNpslKmeoTUwJ,1543666,876032
41WpbwcQN8fVsgIiLYZn,178705,8493056
41bvS96LOdtCgmxfEhTs,6061739,593920
41cydB96pIokCEbxMHLZ,966711,460288
41o3zDTReYVFtpOB7EWl,5792578,2182656
41sxuO3ZpR5vAc0Kbjqe,656559,935424
41wOoxNbCqTKQImafyDJ,2733700,801792
420SDzWFNamqIiHBYjPu,3160454,1366016
421g5mO6zfBFPM8KwXh9,79020552,6904320
426c9FYfeVQbJnygpdKH,2496891,683008
42CRGozVilaAYTK3p1Zh,5376801,2019328
42KmWtQBnkgxcUPvhMGu,245349,608768
42LX1b3e7uYzmyMchxFi,128424,8507904
42NQ9dMtjzZoLuSClkmq,165462,8493056
42Nj0zM5EGmvLJkCpuOx,73072484,7097344
42QdnyRoXTisYJ8M9hEz,227047,11329024
42QpkKbG3zhcJrR8jw0t,38165216,4370796
42j5t0OCXFxeumqPUK6p,163221,8493056
43ErcSLOBzy6upN9gPKG,4301692,1885696
43Pz67mIVtohuyapcLKj,125509756,12353536
45Vh6aQiPqovLmgMFXdw,6304955,579072
45Wy3TxE98HfiXreOCSu,17433370,8255488
45aTQcuSVrGxZ62vHLbw,6485847,593920
45bI6DlJUGh8KF01ExTW,8487282,3504128
45drFT2pMjSGQ71g9yke,182944,8507904
45jzUD8TtAe3wCspRHvO,1054716,460288
46FsZxPzIVu87hy95CkB,128287,8507904
46OZzdsSKDCFV8h7XWxf,39392,415744
46ywoHZAMYPuqcbVQpUT,1865742,742400
47GqvWtCkjShUVpE1oI0,139238351,13675008
47QarcFI2Vwh8mKuS0Zk,62622798,5597696
47cdjy1YmUt5nwesX0qS,127448,8507904
47mvwgDZ6dTEQcetyPbn,163486,8493056
48Dhca7LzbPTWN96xjFY,34179442,8493056
48GJctl731qKWuhyfVwL,963273,460288
48hgcanwOk90e2A6FsLr,18000177,8923648
495fFS8xhenO7WqZX6uw,11000377,1707520
496EYbjny1LlaK3sr5Zu,1387460,683008
49A8ITdtp3EoJwHPfhsj,262422,8507904
49RfyxpQP1CzvneWIG5q,13797403,7320064
49buyig6pa25Z1IAqtSr,994572,920576
49epoGtYixcgnkfwJ2dv,22603539,2049024
4ACdoN6gKbsxJfklGT9Z,6047026,1247232
4AGv29WBlocjZiPIKqsp,12369022,2331136
4AlXcLmdg8JIsuxta617,22646620,2063872
4AtRvui0E2FNqp1PX7ZD,127629,8507904
4AuqM30HyOajgr8SleRL,11697973,2331136
4BCsNIgfYTQtMbmK2Z7l,146466,8507904
4BdQMg5PDlWq69ZXwReb,34289156,8493056
4BqR2fxGsol50irLHIU9,1666797,2746880
4BrHgYquho9skZMR06ea,34283522,8493056
4Bsbdx8uXvtMOqHnyYfi,184717,8507904
4CLQnNRbyBDWOaIMFog7,72964872,7127040
4DYgWsnfa3t0zUXAVrPw,179428,8493056
4DxsyQuwaLWHIfzcTqli,2007645,1247232
4EB7To6p1z8FAQekCjZi,175567,5300736
4EBf7SbnDG6LH0Jeqzk2,323735,475136
4ETQ9c3BOJ7YKNpFt0Ln,1368039,935424
4EdAzF97t5BgP2KQ1v06,11091254,1737216
4EkPyotphi7jl8g3r2JH,1129652,460288
4EnNLux3rOG8i0W9DBVf,1047953,460288
4Eo8QvuZFWCBR6i0rhs7,185505,5300736
4EtCMF7yKHU9ucr0g6io,14465297,7587328
4FQo2tfqCepl1ArsyMN8,5366451,2999296
4FTihAW9250ds1GwzKYc,15802166,6904320
4FdKAHtfpGS1hCjgyNJo,1008918,460288
4Fdkzt7s2OZVYeLIplvh,227407,11329024
4Fg0cdWwAjeBu5VPJzmM,8770874,1677824
4GLY2XFSEMmB6CVsAJ9f,14351719,6948864
4GMZpULJPqivrtRe98sB,128206,8507904
4GUJ7HBXO8I56WyRSMQd,12526992,2331136
4GUWMjfCbyK9ZrOeaBPT,6925177,2895360
4Gp7IWxvROy0MuS5PNzT,180339,8493056
4GrZxOBKvSPauIDVkhjt,34278302,8493056
4HDpbwyfumP9o3Cx8R0e,17133139,7691264
4HGxlXJ8Ncy2Ri5az3o7,8008136,831488
4HqASXIbximkfN9TygZn,6306698,579072
4IQLK3P58FRSTypmeOgh,17326499,9651200
4IjXuwLqD3f9tsRaAnMb,746057,549376
4InZfrkMYP8UQOaevoK0,128369,8507904
4J9LT6XURDIcbnNkajrB,9915650,1573888
4JEYXLGnodxWIcv6qZ9w,15446335,7720960
4JGbOVQnEt3ZP5acW7Yz,6490201,593920
4Jbygn1sIkMpzAUPBCRa,127421647,12769280
4JlgupTC2XdIvxE1oHjq,5587126,727552
4JrEyAeIS67UPfkYVz52,39286113,5211648
4JyQWUq9cs81pFRPCaBw,61610981,6236160
4K1DMYcdkRSouvg5isVI,181377,8493056
4KAdMvSOYoB90Hp1Wnac,226974,11329024
4KAfN3s7MPajdn5ecCIG,4835116,534528
4KOceFJiZ30X7NtS9IL1,14897341,7156736
4KSqD2j0yXBPGgskLCFa,3982895,1069056
4KWOXqY1owuJMjUShbfr,22591570,2063872
4KYgbJAoBWLCvP8mQOXU,1415593,445440
4KZRhfsL2Fx6SXrzQDAt,17753374,9517568
4KgGClw1aNsMP8TWRFio,2735074,935424
4KhBDXeMgWo3OfRsyGj5,49700874,4454400
4KmZOnASsyHRUgVkw5oq,5601187,727552
4Kq0NxdX39AckSV5F7tm,72770096,6429184
4Kr1hQyLdEMq9AmYIlzR,2714764,1069056
4KuEofPrvHURC9i8JGnt,6074984,2271744
4L1CmOTeP97DlJRjf6BA,4256621,1603584
4LNpxlPiRBTqZy0sEaMY,1002018,460288
4LT5m3NUgkMhaXQJHfr8,1100844,460288
4LmTgRlzef7VtoXDZpP8,43985190,5185824
4LmXA1gc7unUyMPvFQob,698307,668160
4LsvXaUIKgdBoi7CqyrT,170360,8493056
4M9zLZjcgVbWiyINDEGp,124389,430592
4MBXbUW23oprHNGIRlaw,1299365,623616
4Mt53c8yqLWdVzrUoFOP,10535270,1529344
4MvTXueNz2rS08iER1BO,189431,11329024
4NaJQcDbWvdOhM1HViqu,38174609,4370958
4NcsdhFPKLYWxq7R5AJU,5004964,935424
4Ng9bkRyYcl6GWzePs8p,1199953,608768
4NnkJueQdl9yX7ITwZKY,168254,11329024
4NoPWVsdyZuD5TxkC1qv,38712587,4356226
4Nwns693pXjobKT1HtFr,1100817,460288
4Nxt0uDWz8f6YpPqCTM5,59179543,5300736
4ODnoUH5ets62Nal1yVx,135485415,13259264
4OLCEwoqQIRkspZujUD0,1172195,1128448
4OfNIyw7BxlzSHWEi3mL,7010384,801792
4P1oqBhybJiSt0a2eFTu,179421,8493056
4PHfjxZBM02k7IlDCLcN,16661747,9799680
4PIo3NbSDfGxFc8gQ9M0,3466358,1885696
4PLRF3BAbEtZTXnaGqfD,84725184,7409152
4PUzcORNYF6qx1MvHbtj,78007840,7810048
4QCBDTJFskOqox0H8XIL,12466740,2331136
4QFqPWEZzs6tivACSUmO,962637,460288
4QHFOZBpgUjaPAu6fXrC,35180862,4413948
4QIFxaZdSsTPU7AgcLqm,180804,8493056
4QVwiS1jTnsztAvr7GKD,1246441,608768
4QZHhpPAOd8CB6e3gtxR,37663582,4370358
4Qcv9hWIsmBX3PUNLltT,34818945,3073536
4QlfSpex83Nsh2oBcWXv,86384,579072
4RKTW3jA6pyNbV2lgUst,962171,460288
4RKvBoy9MO5EeTdrtJF1,227756,11329024
4Rbo7BA6vqyfMcIJhdzk,170026,8493056
4S0KT7xLGJ91CzYfMNpI,34287363,8493056
4S1uOdNGqKkCxZFVWAzB,995019,460288
4S5AJVNXiIrfZG7na0KQ,7513138,801792
4SBiOYxhVHqXWgKwtdLG,1401949,549376
4SjLXYDV0JuCaKdmNHGv,4771383,1009664
4SlLxU3iCrsYunot8p72,179293,8493056
4SuwT5vFQc1YN70iegLx,26209358,4068352
4SyfKNtskEM1juUnXZv2,59271728,5256192
4T32Ml0ctDZmHvw7JkYK,167028,8493056
4TERbWHyu2GCfxmgvF39,2260532,683008
4TbLDIiV9qtauMfs56QX,6786586,2865664
4TmkY68NvzbcRIuOACK0,34281521,8493056
4ToSq9HwhD3mBVuKJgdF,4737520,564224
4U9dtRMoQrbgeB2iSYZE,5630203,757248
4UTMdcZkxzLvwygO8EuK,10640256,8403968
4UblA5oWqLNmdVF8sDw0,1268661,608768
4Ugfa1zIRAGubSCl8yNF,9032761,935424
4UoAE5RzKCHVNrm2YQnI,27440141,2375680
4UuhCigVIDrMpHPKJmAe,173779,8493056
4UxKdBSJhLmVCngZ36HR,226916,11329024
4VKhCWNBkJxvnOreStys,741620,534528
4VUXyfRKdZl56wkDeWIL,2544836,757248
4WM7aZDLCmlosUBiqKOx,179784,8493056
4WaGm3PhidQVRopgXz7J,4392710,786944
4WdqGx1euC382bUvT9mL,969941,460288
4XAPr8eSwWqzUlc739ZY,1208642,608768
4XEdp5nArx9TN3qZ62kf,174356,890880
4XRD81BbiqusJ3QtoS2r,181603,8493056
4XU0IsMdoj31PuckzJ7r,998025,460288
4XvpUxtrIGC8Y2LPAmhS,34287690,8493056
4XyPojKz2nfkChq0YiAN,1693305,1083904
4YBunKLTsWU38x2vQgwy,34238728,8493056
4YUVqM7twOzoH2ABPJIi,187730,5033472
4YyEodi9umUntvbeNWw5,78150818,7839744
4YyxU7pCh31oAOs8kHgm,15376773,7676416
4Z17cDB6CQHvsNSxlwkR,18555776,1648128
4Z17fDwSIlGLtyoPv6Fp,180644,8493056
4Z5WMOr1NqCw2y6tfnlb,165352,8493056
4ZBJzEqnW52fFUw0PG3v,11770960,2435072
4ZMDs6aAF8hWwTJuIPeX,12748957,3043840
4ZVUhT8gufvReG2XS51w,968769,460288
4ZVXB9xfgPzeRGmW3AkI,24038188,2123264
4a6EMlDsOtq7z3hNuTdS,977643,623616
4aMbnHlA9es8vKmOFR2Z,3575193,475136
4aY3eBDuOCmIMKQfbVgr,1039949,549376
4ac5qdOrj96X8SglAGZL,1281583,623616
4arPdRYzg8kI1uEjfwiG,167526,8493056
4augeM3l7UKbHc6ITnOL,165030,8493056
4bEmQThjKsiSPcFfzv1q,1082088,668160
4bHkABPdfrjn2DYO97g0,23524917,2182656
4bP0fpWK9ygln6RwLCmY,207402,11329024
4bdcgZYPyMtlwOhoq7Dx,62101977,6280704
4bdlcsiDkvA3hZC0XLQI,171370,11329024
4boIVf8XqkEQ3ZRTjdiz,2084353,2316288
4by5ul19kAEtO7CMGPFW,170308,11329024
4c3h7j0QyqIgnKFzA5vR,178664,4513792
4cPt7qBs9CEIgNkhRXKM,22416055,2049024
4dYWHLCBPVg5xTAzRK0e,62095974,5508608
4dgyhKqaZbAvwx2eXFsc,18818517,8775168
4dqEznNyiFwZVYrC5G6m,34286307,8493056
4dyK0YWPvuOnFmk5b9rS,178196,8493056
4e3mraTBH6EvMYXyUVtp,7930720,4825600
4eC9LmdHc6pRoP8BtTGv,165541,8493056
4eIl5buqShKLrw0dZYMG,806163,593920
4eRJPISap8c0dZ3hDKfT,183916,8507904
4eT7psVXvblD3jfH9GgU,34291541,8493056
4f91UESFtRDrnLdyZOCN,23959002,4261376
4fL5iSGhJDwoWuNvcjBq,128048,8507904
4fWRVvbOArgeL5KwP6lE,995899,460288
4fYojiJ3XwcILTA6KlWu,171107,4558336
4flnV7Xk0PyZ5ojuIiQc,918058,504832
4fuBOsA3MzoUyhHq1Dwg,1197072,579072
4g2UZv3nOGWbTCiptDsQ,1338540,564224
4gPjloRVaKb2BzGC8ukn,147670,8493056
4gfR0YmZwOW8NvLSiXnl,12267146,5983744
4ghaPIpBnJ8zCfruTxiD,178839,8493056
4gjwikNruTbCq1Js9A63,126239,8507904
4gmLdiWMqTFlR0UhBY7b,1419087,1128448
4gwGiZ8tDrzy0fMFOln7,35397092,4398822
4hLqKPSOyopVZMeU3ckY,7937488,4825600
4hWm7ySRkX0H9KALGp2Q,34192192,8493056
4hnUvGp6xfBC9Rbl0Iim,34288806,8493056
4i5aXxMQCpbhEkjZYDdy,245621,8507904
4iD1ec9BR6Mghzm82yqs,69565643,6830080
4iEDSe05MQfJsRx9mNpt,177738,8493056
4iFfbWB7CqmSszKd5gRu,34284444,8493056
4iLgBPqdDRz3vtYKJ9aF,3446046,3682304
4iNJaXWGlkyVroOfHMqg,88937269,8834560
4iXduF6eZKQlNEkzp2Wn,1025589,460288
4ilcBJdk3uARvNphIFy8,34175802,8493056
4j5ZXQI3ghezluq1snEp,5058581,712704
4jAPkMmCzW9r8QK6SVnB,178725,8493056
4jKA1GUDv6TMNpPuIxER,7634974,1069056
4jKTeHu7YgAhDG8iBoxW,5086850,2791424
4jNUtkx1QJrzdo2ZqB6K,274356,8507904
4jPxiYkftVRhZEpgrLI2,18481190,1648128
4jVLlkxAIGvb3MBzDYHc,132381098,13244416
4jdQYKgCrZTaiJDBpNXn,178757,8493056
4jpx7Ahlw9f31YMikoCv,2377083,593920
4kKcuD5YGjy8QtUh6Vm1,1713704,5954048
4kaSNXsgRmT6McOxrA5o,1028838,460288
4kapgYs3Iv6ofKEn7DyC,7623872,786944
4kuxDJlwWHMi5KX3SVQq,5487127,2108416
4l7o0adxGiDvStmFVnzb,5607690,1187840
4lCg5d8GD17tpwQso6RZ,332102,460288
4lFcSekUOy0MsrNxt6wH,62065850,5493760
4lS3L8RDheMHYfywNAvr,34286330,8493056
4m1Gsx5JvMFgATY7LOz0,128429,8507904
4mAYcV9nGEikubgUXteL,35340391,4370692
4mETUDblC7Ffhq5yoK8c,3282273,831488
4mJTfvWcDb7elxzPFwYy,128206,8507904
4mW3JCvdzTjoRaDPK9ge,1306073,623616
4md7bUD5MfKjpq8Px0TZ,137273,8507904
4mvuMIJG9n3iQgPSaZh7,22700059,2019328
4n5LKPoBHSyfNz6iWJeQ,115280,1024512
4nEqldNaweD7j806tbhk,5475321,2093568
4ng9zuri2Dtm5H8INwxF,61955908,5508608
4ngIoxi0KRZqMTjepWh2,165056,8493056
4nmQkq5dyZfwPYaRbD7i,87063107,8641536
4o0CMefnHO3xUI8XYVbW,38704972,4370564
4oGUEFhwqTxk6Ku5Q9N1,6060661,2093568
4oO6pblrTA1DJsQChzqc,35335759,4370622
4oeMgulyp7aGZ510vV6q,128921,8507904
4omjpRdNPCMSfxi3TyEA,34288988,8493056
4onTdkSFqx9VB0EPj5OM,180493,8493056
4oukFyPdeRqwVKIQrc8C,2000018,683008
4oxZLuH3TFAbSRtje0wy,12941916,6310400
4pA56nslGDof7acmqjhw,245721,8507904
4pHdNFbAuJGnROwV5YED,6489847,683008
4pLtjmWkx3OYwiADERhg,5804097,1915392
4pQWju6nLDqSwUIiZhs3,9647235,1633280
4pRhWmnacfFAsg1HZCbO,7504598,742400
4pd6mnJHiweUgAIjNubQ,1470737,742400
4pehWH6b9IgL3ZF7uJCG,32720876,6562816
4ptqSb3TiCxXKn1eVWor,37971172,4386804
4qgxbOSvFILhU1RJW5Gf,169612,8493056
4qp7Pt6bcHkjuQzlgN9R,66582372,6533120
4qrvCbJD0SmV6ekRhjP7,17982987,1603584
4qvPNwKnEOg8R1m6z3ZY,1334153,296960
4r5lOkQTuIs7CHygqLYN,1060091,608768
4rNAjfbGERH3iKk8qoS5,1075297,460288
4rPqYhEtQoegNG8HuCFi,39251448,4266248
4rQn1u9Ygp2ZahEk8mM6,1427260,920576
4rZz1uamLeJRhPOUxBd0,7796673,1291776
4s5QmpaV1GOniI3HL7xg,180930,8493056
4sChO0eqidfLtS83JMVE,244456,8507904
4sLZAvlYX7yBctu3Pkdq,12594067,6740992
4sOoJx13PzqCunGTBIVS,78931104,6948864
4sPNK2e8VEkXb5t1odf9,819096,564224
4sY5wVHK1fL7Poim8cJF,16785494,8552448
4sfNor501UBlmibpZGSX,2349026,1440256
4siXYtIN0AxCKn5yzhkg,230031,11329024
4skKNvbjShmzaWHIRQXi,17878859,8448512
4suKxkVWNqFQZLB5UfXD,11787693,2331136
4syoiE9gr1HVtAfwTQY8,34153470,8493056
4tGZ3pSdReH5PgV0ohM9,180793,8493056
4tXefqnpIW6LbYB5oNrH,8270423,905728
4tdKOk02GsAmbrDepQZi,1013429,460288
4txzUmCskIHWrpBgLZM0,127755,8507904
4uTz3lUCb8gwtRy02Vk6,32005922,5003776
4ufQ0DhPlE8xLpoRmJyc,128580,8507904
4ujAGnaTyJf0ct7sEKHz,17037531,9651200
4unYl0BDo2NvIZGiEJWj,12627722,6755840
4uqSak7A93EwTlDBHi2x,179775,8493056
4uvhHxowfXi72M8mOLKk,20688591,9651200
4vA97aYWZbpPSlTuircQ,179248,8493056
4vDizRTKFYmXsLA1McnH,18004945,8938496
4vNDlExnr0y2mFXUgbz3,9868671,2449920
4vawJkZpDqzSU0FrANOm,180434,8493056
4vfLo0M1ODSRVyJzkX5b,4422144,1202688
4vr2yUw5PiEgN6BaWRho,181281,8493056
4vxohlcEjbqS8ramJMO7,995351,460288
4wIxhDlpCbJVkZLfHKtP,32720819,6562816
4wJsmEQAIdSi9BXK1g2o,725820,534528
4wNmfZsulFgTOVnDBXRP,181579,8493056
4wm0rBG7K83O1Li6CsaV,10982553,1737216
4wmslOCgr1HfavRdSZ6q,78917621,6904320
4wqFVbfT1C6Z0oO8GXPv,65269222,6533120
4wrp1jESmXKUAvH5s2aR,149781,8493056
4wv86XGCOkUWEAPrJtDi,4807340,4573184
4wvKaeRqlQSBEP9nLOMI,6406224,1499648
4wyQxRhbPCgjpkfWMNV6,3141554,1098752
4xDkiraIV6LE91nAwlgQ,127170,8507904
4xPwVZd8CpJEAUIebmvB,1153408,1128448
4xli1n8H7ez9aR5vbPSN,2546932,727552
4xre6uX7BbkCW0LtSQdn,22628730,2063872
4y09ZDr5jWIsNSfkFHzO,332770,475136
4z08revYiu6d7aZMTPQL,204298,11329024
4zB07s1G3KjqYibEO5J2,126359,8507904
502xXcWOnqet1TrUmPBi,7569423,801792
506hUsmC4zdWHrALljRw,246308,8507904
508Uk9z1gvCtucARFWG3,11632734,2331136
50Jfanb6tRU9QgoPZdpr,13003738,7527936
50NjMBpX8t1kGlzq3wUb,164042,8493056
50f7jCS4w3hED2ueRosN,6909571,1425408
50fz3EgBdYQKMjvinR9w,4413830,846336
50hfpXqNyEHJx1GaRi2U,6540503,1128448
50iq3CaS7H1PDWetAMLR,128414,8507904
50jP8FKr4CoxXqMyEhVT,1027026,460288
50tF9JeP6UYcOrkmyMvs,126718,8507904
5102w8Hp4TRkWbIUXSgZ,12906605,2152960
51NK2bWwuvf6rH7RTCPk,35409236,4355684
51XRqHz04MsAuJWwtraV,34286151,8493056
51qVyQZvcFaz89onAOBS,5283054,1974784
51rb6a438sZKqOgzwYlj,4220849,579072
52EkXpe6I1yif8SxWDYl,34285613,8493056
52GeORAFh08SW7lYocXU,128487,8507904
52HWtsPqbBSn0awgkhTe,1022572,460288
52L3DyEep9tANInoH1lM,19691316,9205760
52Vdf3czIoBaAFsv8gmy,181036,475136
52wpQad87Estg1jBLmeW,20110941,1722368
538txwsfQ9diHIU4WREa,127318,8507904
53HdP6AB7nv4SuhI9Yci,180041,8507904
53MPu2eGdD8zTfnZLmFJ,170357,11329024
53cwdgavTtGukRl19jM0,61365715,5464064
53e8nxzqup6jYD9BthJA,138034,8507904
53nWYug4ePbS12JtOiKC,1060578,460288
53r708mKVjxzCtn4i1oW,176948,8493056
54E0DyGaQ71IzcCgMmjN,14844312,6547968
54F6nDevKmwQazX2hu8j,146580,8507904
54OcnIvKfaBXmlwzkDLR,3596949,1469952
54aPBqlUj7ODLT6bWRiy,9080363,4840448
54jSGL7mYhPV1ArX2BpR,169578,11329024
54qJObilEHdFuSCyfhZo,9054151,3771392
54sFSWh1V8P07qugyLwo,35069180,4443728
56KhNHUTXZpryYaGqoj4,965944,460288
56twYAxvZmueIQ42noik,960805,460288
56uDgcjXQJhVBpWSUFEP,12735117,6102528
56xz9YhvW0CwotDpBnMQ,20287223,3281408
5764RnJYTirWq1utgdkN,1261649,1677824
57GObyzuhHLAjWRCJaZq,16896583,7854592
57QmnCGYe0pdIy3zTgJ9,274241,8493056
57U0FfqsXtBAj9ONKPWn,6490201,593920
57Y1sP8cgERT6OQyCJjN,34668142,3073536
57aolZC6XSxqr2HiGsfV,176023,5300736
57eKzrWGaR8un0HpPx91,148771,8507904
57hwp1ak3T8D4msCFq9z,1448938,445440
57v6nKMC8lhLV34je2RW,85483915,7394304
57w4VeFy3QZx8PNk1rv2,17725992,7795200
581bD2ouMmKpySGQszri,226679,11329024
58BJu4mOfakNI1n9jKDV,78746215,7824896
58FUPhL3HDB0xZ6VMfcG,69552039,6844928
58Z74rMBcgQaUk3CNIFE,135887,8507904
58h7Q0perUzCyg3KHZPN,694766,534528
58kxhXouHzFd4g3rmInB,2928981,623616
58nzDrNVjhdog7QYkxe4,5343013,1306624
596okG3UjnycItSXaQzR,15802058,8463360
598Ro4nwxeQOSHvAsgXm,8125089,861184
59P7Kv8cMforuZUpVQnY,4105252,1529344
59VQlWze1hj3oRLwcm0H,4738670,994816
59ja4ZLzRKwVFnsoW7fc,18121982,1662976
59npdcNYTD3qAvIPyQMs,1060672,460288
59voqhS867GYXDAMzmVj,271479,8493056
5A8gohkcasjzbKQeZB2r,180248,8493056
5AWgucYh0Hr6K8tNBMQq,4616884,1158144
5AoVqUzmWvgQrHMlfFpy,180890,8493056
5AsUO9gZ8KxIycz6Tmr3,92607309,9131520
5AycfmLjIp7NnvgS1JYW,34281877,8493056
5BaLThMIuk2X4WmHge0U,18769854,8760320
5BcfbNg9wXoy0l6vSaDm,35151945,4398764
5BlRFpdAb3OqosmfPZNT,5577021,2123264
5BwP4dfo9Wmlcsj6XGR3,1029926,460288
5C0Ke7rXRtb9smU3Qkho,38465489,3845632
5CGnPfpKwzlobgBT67aH,34218281,8493056
5CQsuk3ygnTmHKEBDbzZ,7010239,1202688
5CiGOStRIX3ayFUrAeoQ,125703,8507904
5DFeXtmWB4E9ialRNkVM,9829563,1039360
5DOk4mvSnz2Hob3Xgp0e,172411,8493056
5DRVonhkBx0twcjXCsLI,14473545,3578368
5DTUziJFLRQ17phBsOfE,228218,430592
5DumcTR1Yk7N9FICzSBe,18929407,9473024
5EOL24dsg6HQTacvF1Gf,271751,8493056
5EVhC0IMi1dNb7TtgxRa,179850,4513792
5EhdjtKHTzoJS4DmskCw,967210,460288
5EwhdlmstoBPqi36ZUAN,343686,653312
5F4mbeBZsfwYCQpGgVLa,180646,8493056
5FBEHZIJrAUjeozKVYmM,35137516,4413588
5FPfjxgv1adyEpBKGRqN,12749021,6057984
5FXu1yi9MvKsJIGPC72c,109534375,9517568
5FpUhdG3qXbnLxSuYy6J,1047044,460288
5Fqil1r6ysjp98fMRNHk,18341258,9161216
5FwqQXsTrni4xlKDOdZ0,12304534,5954048
5FyHhsqWCcxTkAS7wVlD,186639,4513792
5G6DcQgmuSxOaAEhb4UL,15618029,8507904
5GSAcsthaC7EBgOUrzv3,966481,460288
5GpVKiAvyOcJlnaSZkfx,579015,475136
5GvLiZoCkwMyFfBIXY6P,2504344,3697152
5GyTHNsDkWRjvP9KM3FO,19990290,9562112
5H40FbQlckCMa3jguwS9,34288828,8493056
5HLcxzC9AjVpevbd3l02,85568345,7409152
5HaZbvxGcFQVgT642nWN,34286738,8493056
5HbKUA1oyJDeLwhM26Fq,5193029,876032
5HlDjF2dx8sJfcbeR6BW,1023030,460288
5HoI9qyLeGvARjSNTOnK,332942,460288
5HogDrBCQJuV0qhzLsk3,1016549,460288
5IDvAEnUpuQH7LeloGiK,1322757,564224
5Ictjhg7KpFDfiwq4CbR,2223669,1276928
5Ikd8E6aS4f2usxwqnDg,182030,8493056
5JLHiDhkzyYPdTeuMqXb,4046406,683008
5JV2OfKeRg8t6EyClWN9,137619,8507904
5JfdLYbqX8oFmD1WTg97,3818168,772096
5Joecs2bOBauQX67HExW,167061,8493056
5JtRNUe8giGB2j3C7mov,817465,549376
5KESjOTGuqF2or1sxB7H,185508,5300736
5KHFA0cVxOgU94RnZMNi,5507151,1009664
5KZSxj8gGDcdu1bs0v76,16519706,2435072
5KfuVTyz69F2EPrZQ7LA,89208072,8804864
5Kj6AhNFgwEU9aeCXTOy,1075571,608768
5L67SHvId2q1GB9RC8wK,180682,8493056
5LFWPi9qzEb6fhyVSYaw,34869629,3088384
5LFfKQjM4c1TNgmrEHpX,23120363,2078720
5LFyp4jAsTSzJDOY0lCw,178910,8493056
5LM8dkt1OsGXwp3JSP2T,1052128,519680
5LO4pbtzZWxUqDuGfEHk,964954,460288
5LTIfdPNmeBt027KkVlb,4612729,1380864
5LTv3iVMXuNzsb1Bhafj,170216,11329024
5LUGMOTbfNt8rQenmlBx,6289609,1172992
5LaoOiqj82w0uQpWzDSf,1215131,608768
5M1NF3uPvts98WBGUi0E,9657993,1885696
5M96BvWCjp82FOPmu7dw,34928240,4443612
5ME0AcvDafIXHtFJxwri,135719,8507904
5MK9AFWTf6s8vQtD2yNO,1012935,460288
5MSWhldbjBpEQeqVoPaI,206976,11329024
5MWdAsOpiyk9G0HvDSxu,165087,8493056
5MduI1Bv3KD0ZkHtm4ol,2546031,757248
5MjiBxhL0nSvV9CUedQI,39312016,4281386
5MrYiQtEc4lwyBRWh8GJ,22861345,2108416
5N10esCGIJc2kB3KQYWU,125579,8507904
5NAQh3w9SULO24RtEM6b,37738,415744
5NHctFAkOLTw7bIYoq2W,246446,8507904
5NMDYGWr4mKFTIk1fQUH,170247,8493056
5NMOKeAjmuGHlDnb40QL,6586402,3459584
5NShAgkwDP1u2MC7s6JF,182004,8493056
5NyhVH1xZIwS4CFu93Rl,739109,668160
5Of9sWRiPv6dZwHIEqtS,316540,460288
5Oo2bJ70FIKqHBfgUymk,473398,519680
5OoFBKeZaAtRYHMfIcV7,11519359,6176768
5OsZTkXgflhr4VAFmxE7,861913,504832
5OvCg6dRqcE2zjMNAmLU,9025401,4840448
5PBvwNE8sCzm1bjUlf6A,179265,5033472
5PIwjdM6ROvnbiN9Dx0a,2760075,831488
5PZYiLlxFp6Kgsev0zaI,148940,8493056
5Pi7jUz9V4AaCpbg3RtH,16401895,8017920
5PoseIX8Ak7x24hKQuNE,1005969,460288
5PqXJeyYtTAQLMca6mCB,7625848,2182656
5PsZU2Cf0jRbcvOtaDAg,7991026,861184
5PutEYBseLzSyT4mdpIb,114852,475136
5QAGYlNrgvSIeRxDH294,111837,415744
5QCveEYAaMzqTJjyhl7L,34284100,8493056
5QEDgGFSnVXWJLxUouBP,16377914,7349760
5QOWxyz7oqf9T6KIBDbk,3942541,579072
5QPsHaRAEIt7ibDdVy3F,2003402,1395712
5QY8ZI9CpAKr2olctdL3,68789042,6043136
5QdqPwbTmEL9j6DR8poB,17191957,3088384
5QjuiHc92rPnEYepCRow,968886,460288
5QjzywcSG4XLhNRt8unq,176711,5300736
5QkW049HFsDAiwCgKM2c,106480224,10571776
5QkxLnYPlrhFpwDCZ67W,3129910,965120
5QnvTRCteUqcpaL3J7SW,276783,8507904
5QpgRV2cqU9wvjBist1a,146760,8493056
5QvCJULkphcYGge78RNs,2087108,252416
5R3hLjKfZMi8mYI2zVwb,4828179,519680
5R7IHhyprqkta0CJVLdF,972574,460288
5RB4kWetM0mahHf6pAuX,14221017,6206464
5RLpu6X1wbBZz4cmAkh7,11510454,1737216
5RNxlpjUVmZwa4SIzODJ,170234,11329024
5RUlGkJf6XHI3M2L18tx,168841,11329024
5RbwG9tBMSfTLscmYVJl,1637053,668160
5RdoJbLBOZEpIVrNtvHu,7742338,2360832
