Id,asm,bytes,Class
73LO4S6We2aGQvM0qCXo,17359295,8671232,2
73VYXPJgsRlKIMiOLwG4,17241573,8834560,2
73WUpI48k9P6lrKFCHiV,167880,8493056,3
73cMCHeUwStZjy2VoQRm,31576588,2960624,3
741Fqpl2jCHVTQdnMJmv,8959294,4825600,9
74KWaPkrADuI3JU1yseB,6904339,757248,9
74Or1zJIqk5bcKE2nTLS,5642274,1024512,2
74SYbIefnAEJpGHZq6md,225227,11329024,3
74WkCP2cquVeLyU5hgTz,38153358,4370332,2
74zFPGsnxZX5pqlaVUWY,3783027,2420224,4
75DeYlyFgVjhbZ8vSTRI,127897,8507904,3
75IA0ztPUf4HQJiacnoW,34297672,8493056,3
75ItWqpMPsL0ng1AdCDF,1451461,445440,8
75kSfRBJKbHzOQIgGsa4,16480710,5464064,1
75qSAohLWYb60Hs24NUF,17256870,7691264,2
75xUGovrLMWa4tI0XJNV,34282017,8493056,3
75yjfqgYnbkFS4xd2mWN,171732,8493056,3
7614qKWBOGwx5N8dcgfA,178481,8507904,3
769Krhu3E0pAyvqMZ5SQ,1293810,697856,6
76cGRgDJyFW08rY1tz59,677930,579072,1
76k8OovtGLQ5xBJKuUHb,8026940,1351168,2
783NTBAd2k1E6wHDGjiJ,3156939,1766912,2
784QCIkhOnwcRvFeNDZr,6395334,697856,6
78AHqX2vjeyWO49RSoVl,25862137,2539008,2
78LEYtRhNmAP9Oogdv2Q,21818660,3637760,1
78mbJ9OKHRUSCPTk5hlw,1039221,460288,8
79RN6Du2CAiqaOpStbJB,204160,11329024,3
79ZlfG6CozviMAFYnWhK,179970,8493056,3
7A10IwRlFPe2x9KhagSV,187633,445440,1
7AJMbxOIN3YyFnjg5oDR,964798,460288,8
7AOuExQwmYLvhqZ2T1cN,263532,8507904,3
7AgYK5PdXn0SMZoD39Q6,26275225,5790720,2
7AhtpZDSxMjVEIs8l09W,169938,8493056,3
7AlOZ45a9VQ63HKDyU0z,60775096,5419520,9
7ArW9wGpkimNy0aXJbIt,177615,8493056,3
7BFRaJIPKrv3QVbkDx9C,180261,8493056,3
7BNLHFXEAJRS1bwZxziq,12772634,6236160,2
7BiG4ln3xygQPaOqFpXV,8895880,4810752,9
7C3msQWn96FlYTj1wGSc,112845,430592,1
7CAzl4vfXB9jtU5eaSPV,11422002,2464768,1
7CDSOn5YoWvrks1ZcKpQ,34281061,8493056,3
7CJ52ohMqKw9uvD4ZItF,264903,8507904,3
7D5zC6P0otlRjMWwdgZ1,174921,8493056,3
7D92cJaF5QIdpA1OEhSt,2155529,252416,4
7DIjuLVbOBykxWXT6ciw,17479351,2732032,1
7DLNKwxjz5AoPZtcXrHB,1019548,579072,1
7DNt8JzkhC5u3dfxnXLZ,896950,579072,1
7DSdcK2ZLkFmhlXUpzJw,12599785,2331136,4
7DU2vQMzELbKx3tBjg9O,34165828,8493056,3
7DclN1CBzIh5OutSKski,177762,8493056,3
7DkWbXR8Ejo0QgBU6nTC,7961317,905728,9
7ED0sQObTcBd6kL8IwJU,10786126,1692672,2
7EDokhMZ8edvnNi5Cz0y,167423,8493056,3
7EP1JTkcfG6hdVUe2RHY,756735,668160,1
7EWa5VQz2NB4MgdPCtTp,16558085,9413632,2
7EXtHV6KiyGSMbARLh5T,147350,8493056,3
7Ebd8M0gDHBRIjFvr6SQ,4203099,579072,4
7EeBbm5jxfwut6nPD0iF,169607,8493056,3
7FGqUsap09YN8IC6fkuT,128869,8493056,3
7FQl5t8dsEISLkvBmqU2,243644,8507904,3
7FVxwAi0MCtyTmSZzJsK,73422323,7245824,2
7Ff4uMQibABUks59xnpV,228877,11329024,3
7FmNSjrBDkVI8g21bHpC,275349,8507904,3
7G3kjlrJTEBAdbepzQOc,179782,8493056,3
7GitZvML2g4FwRHINqsT,6684636,712704,9
7GsWJqlM3kCt62axD5O8,1699906,237568,4
7HAqkJSVFhjle8tn412s,166859,8493056,3
7HMXW2jrxdfiv4UB8kYh,969425,460288,8
7HXWPhqBE6cnVN8tDMTO,165346,8493056,3
7HYhXpwdBAxL6cGn3Ov0,276767,8507904,3
7HnMVyBJghEcwOUlr3p0,968126,460288,8
7Hpbm3GO2YECvoVQATt1,3706898,1247232,1
7HqBvpZyaDWLXsNSAhUi,163436,8493056,3
7I1WuTt0o4Eg6wZJAPef,8991928,4825600,9
7IFRYGVPBrp5Lmb9xTlv,1471366,727552,1
7IORsrJqfjV0ixuTbGF9,13816167,6176768,2
7IpfdG8WOkLFojV5bwJr,4873252,549376,9
7IqKtSRB0mUzuDs6G4OL,147857,8493056,3
7IrpXlvH6LOStVaewBPg,397349,445440,1
7IuEmVGSFBQqKrjhcWvn,969327,460288,8
7J4un8UNCgcPYmzsyxZI,4137078,638464,4
7JjQBd2CAyvtgYlSL0e3,96580697,9443328,2
7JjsOZzyXR9ScewIoMTp,86216740,8418816,2
7K1zacbZA3HIjStR6kOs,17309966,4647424,1
7KHscjvztoka0QpqYFxb,2042460,252416,4
7KNOxVBrs8pf4u35Jdk2,34282099,8493056,3
7KVtWPn30iJpvBkIej4o,1489618,445440,8
7KqfVlEBOmr6tTQewNG8,172196,4558336,7
7KuBf9wZiUkFYoatEMNz,4078325,920576,1
7L1vUywoYlApTXdPFzRZ,18475667,1662976,2
7LCKOhHDaXRbcFwxdnz5,6630436,617378,4
7LRvGWSE3hKjZlcVgemq,4604738,786944,4
7LWYyj9uaCoVqJiEck62,4303700,1618432,6
7LbrmXchDZJled5HnAfM,38991487,4281940,2
7MOSHZDbnxzfhyAmqjYl,11490904,2331136,4
7MQb5VEYLiSBPt1GZgeJ,824095,1291776,1
7MWNnkoDrl2aRZAIPKOy,177496,8493056,3
7MgbPSoCVYwTWBiF2lNx,178572,8507904,3
7NCqsB8KRtWYQ0LVaPAH,128031,8507904,3
7NE0UFrvqLBgyuPcxkmR,976976,549376,1
7NFwbJ9Ky8P3Iz06hU1Z,138504,8507904,3
7NhfmldVgt912wn8MYDs,8696853,4825600,9
7NmGCFUTuWswvVJMRfEb,3527030,1514496,6
7NvXmzKWC3VeUZaBFnSh,181004,8493056,3
7NyOEfMq1nlsaVHhbpQw,99156974,8849408,2
7O0WDlde2cJBq9VuM5nR,3870312,1083904,1
7OKTq3zbJBHh4FCs1LoX,68200323,6815232,2
7OZ8auLijd26EwXcIGHo,3677211,579072,4
7OjDaWcAZhmgsMo0qS1K,38690329,4370938,2
7OoFgDGrsN1hqkueAmTC,34286235,8493056,3
7Ounj5D9ZaJBSbK0iodY,1918627,4246528,8
7P3A5vpdRa86qQlLHJUt,998449,460288,8
7P5gA4ZdSNWuYCi8lqpa,272963,8493056,3
7PNjmAMet9l83cVEDa1u,5331829,965120,2
7PZmOnTke1EJh9I5yijz,225690,11329024,3
7PpZMfi3L0TNnxFKvuVj,1235410,564224,1
7PtaAnTZi0QCphfNy6ms,35457470,4371666,2
7PtsSV1FrYgEfGpaqOn8,136181,8507904,3
7QNAUrmZEql3XR1I42jz,6249430,579072,6
7QNdReHl4GMupPJ6yiFs,5259903,1974784,6
7QPJ36MV4rktjX0H9GLq,8920767,1440256,2
7QfZGXKy3aH94BekTAqz,1003513,460288,8
7QrNYCk9O18JlZWgxmwE,3867143,683008,4
7QtHrPMIOSsxAde6wnv0,916216,697856,1
7QvXGmHYhSibDW9IwU6O,137701,4513792,7
7Qx5U3phNBIMglLwV9PS,8440537,876032,9
7RVrih9gAL1FodIKNTc2,143865,475136,1
7RfoFlxTSDhLmqreOzpg,126233,8507904,3
7RnQ3Sy8cEZq2av9oTw6,34995698,3608064,2
7RwQrPuUbtMo2HzkvXps,9248823,1499648,2
7Rx5kEXu8PUcAvqodymC,2443302,1410560,8
7SAUNtQf8RMmL904jxID,145948293,14164992,2
7SYuaZ8je5XbBpV6w0Ti,8390617,1841152,1
7SvjWXrltZdLTFhIGPNw,34959324,4443284,2
7T49Xi2bgMIxcAQKdfky,19773192,1959936,2
7TCJgElGe5zdMK94wqoU,4547205,1039360,1
7TOAFQ4IL2oain9Z1DRq,6564531,697856,9
7Tcy2sVaMmJovEDAzr5O,1037226,460288,8
7TkKqyHUA6vCitwdIOLW,6804008,1172992,2
7To2l5mzJPgjGIUWu93R,12497028,5998592,2
7Tqx4LAfG8hZHivBO0CD,176233,5300736,7
7UAM4qtfCHSauXLeV1dy,8494094,935424,9
7UEqLpy8zmkvfA2e5Nob,4623590,712704,8
7UFMw39SLs8Qn4RuIY6W,1000142,460288,8
7UJTAcmd85jRz0VitSof,60653714,5374976,9
7Upjf5qMRYvm0HgrQeFZ,960586,460288,8
7Uzm5a3KiuTxZPWt8sRb,176616,8493056,3
7VDXpaLOwvIh1KSN5MmG,8864903,4840448,9
7VE6hScuodxAvTp0Nrnk,5061406,950272,2
7VeTJ1QBWrkX2zUCjFM6,8161362,3489280,2
7ViTtBsPRgZQx1mqfHYO,127589,8507904,3
7VlzMYyLUfaWkmPe4huH,5588566,831488,6
7Vt2ALvgX0yw3naSxcpz,34280870,8493056,3
7VxbHzYhjKTRNLBnvF6G,178627,8493056,3
7W4mwlHBPNdcFaViXsrD,12092732,2331136,4
7WkHb3TOoJ4XRYnBltNS,225491,11329024,3
7XDnG9SaVHiPIolA8KQW,968283,460288,8
7XNob9FGEw6nCSOZT0vJ,23102729,2108416,6
7Xl1KHeRiAYN4x62hdtD,8592645,920576,9
7Y5Egr0XjO8UIvNFA16L,989925,460288,8
7YDNgzbXFZ602ipeSTEl,1465730,445440,8
7YEfdAu0pcIkQyD418BU,149534,8507904,3
7YJU9tqj1cl4vwrKGO53,34284372,8493056,3
7YbIjJmqhesLUiDNnAHw,1272057,608768,9
7YkZAEugK6PDz9dmMNy5,126151,8507904,3
7YrZK0PHmtnEOMfbCdNG,125162,8507904,3
7YugXlfMmCe1TNVnjkAx,38309073,4355948,2
7Z0lLsb5Pr6wNjzRDTdH,164755,8493056,3
7Z54Kq6E2GTvgbyXunm8,960457,460288,8
7ZCB4m2QyOvGaNFUls5q,172411,8493056,3
7a5RVl9htyOJcBUK4rQm,6569202,1336320,1
7aEbXfVnzhG6dRMLT58q,6509093,1306624,1
7aS2U5b9AICGFQzplOx4,29688394,3058688,2
7aV6QqpmJ10OMfNsAw9k,20414773,9636352,2
7aYpinlyB6x4IMFRd1fh,7870658,1306624,2
7acPIRgo26QAzClZbVr1,181839,8507904,3
7akW4s9DnVjR20eflLYm,740271,475136,1
7bjNgtZXIdEuY3xCeqKW,1624068,1054208,8
7brc10uy63I9lxBGkJD8,8420971,876032,9
7c06VofO9jp8dkSIunga,11791908,2331136,4
7c13Hk2SFD8NJeBYTUZs,227643,11329024,3
7cA9IVu3YOH5r8hK42wD,6640485,712704,9
7cPUox9BR6vdGAWIKZg0,168282,11329024,3
7cRpXh23wYjFr5d6kvQG,204201,11329024,3
7cUfx46SVDjs9X0qZlmi,7669079,816640,9
7cUi8xtw35ESNMKJsXhD,57531681,5716480,2
7cd6IviHsWN5M9TeX0n1,5314300,1024512,2
7cdWTzVjHIh1OMtn85fb,148290,8493056,3
7cnyTvamsXhUi5IdSlZ4,11748543,2331136,4
7cx4QdBWg9wMa2pvOLuo,4808681,4721664,7
7cyYPthi5KmvXEs2NkRj,1099564,6013440,5
7dJuvOHt34rg0cGQ6msU,2256932,1380864,8
7dLqHjDaurgEQWxXYkyP,40054643,6310400,2
7dNt3WEY0kxjshoeLAw5,6305798,668160,6
7dW2EIJqY86gKjPbtCkw,1033003,460288,8
7dYo5p6fSV0rkgqLvzbT,16707136,8834560,2
7dk9aUmW0HlvsbtNSFuZ,585497,252416,2
7e0vxYy6b24g9O3UKLqC,84877334,8389120,2
7eJywSFZtf9D18RxdTUM,11741397,2345984,4
7eQUvHRSh2WZ5CFm4zdw,171413,4558336,7
7edjQGTXowvNgS9uVi5J,7069576,5523456,7
7eicxTZ3pDPf65O1RLXg,97493785,9369088,2
7fTL1lUKHqa9rXYuzxgZ,18889506,1900544,2
7fVDenWBIwTcLtGZzOAY,3495613,950272,1
7fXZ2Kd5Ak1IjHo04g9Y,8887228,4810752,9
7fzIUtmCP3pqN4yXTawd,245858,8507904,3
7g1AQZVLIwn8STsYdW5e,245606,8507904,3
7g6SfEJzqL3nh5cK1MlO,1447740,445440,8
7gGtd38URDHjCQsav6fI,1008485,727552,1
7gHTtFxNLbe4DCq2wj5X,965671,460288,8
7gVrbIoKeGJuqZp5ClMs,5539384,1009664,2
7gbpotqxaYGmMzEs2Uyc,117800946,11418112,2
7goisLFSJXEZplkM3rej,163849,8493056,3
7h32P6rADjMVEQuoOJIB,18972417,5449216,7
7hd9cgiH8qxRmtInKr2N,172184,8493056,3
7hm0veuHiBCFWcEMPaND,17111907,9324544,2
7hp5QE0n2zg3x8JfWGmj,8096603,1336320,2
7hpPtVH1OdzAD3YwsRy4,277926,8507904,3
7hqLNuxI1Hn5BXrCmt6k,180584,8493056,3
7hsb8evACNndQgJPSR61,34281356,8493056,3
7hvO3rkiLUtM0QpfWGn4,16982778,7884288,2
7iBwyZQ5kxGEjPN9fThM,7932825,846336,9
7iBzbqPVIRTUjAJDn9cW,965751,460288,8
7iEfJHXeGdvRDhx364nL,4882840,549376,9
7iL5gJyPeOdKruGDn82s,180954,8493056,3
7iQNYb2mIPzy354RMLX6,13821172,6637056,2
7j2o04UxtlpFuTPrHXLa,4664455,2553856,6
7je1xyz0ip59f43nImHM,58735260,8734728,2
7jlGOKozPAb8F6DhZuB1,61244666,5478912,9
7jyrWaVeJudkHi1fgPT6,5392440,979968,2
7kJzQC3OVyUXgBuLcnfj,6972028,1692672,1
7kUpheD4FqzZjQXcLO63,170676,11329024,3
7krBiEAcFbZxTJsah04S,8880499,1692672,1
7kxCNEI8zBDM1KeW56u3,150224,8507904,3
7l4AkQw3Gx8XRcJO1gaK,1269165,549376,1
7lLYUIrghGAcTnmWvEPC,1535499,623616,1
7lYJNX4TjapibMyvd9sz,181649,8493056,3
7ljvb89q14fGINmaZhrP,34282070,8493056,3
7lz9eQuHKTdVIfGYMrUn,146555,8493056,3
7m5GMT1j6VFifne9D8Sq,6678972,712704,9
7mGrwqj2tdfEuNDn4gVR,229461,11329024,3
7mHG3hRAz15I8CSo9Kej,1060990,653312,1
7n2kiMZ9awS0xbNG5XIz,8331506,831488,9
7nL2QiAIcsRxfMHwyTeB,273185,8493056,3
7nM90LOjpVwENAb5Yc4h,993523,460288,8
7nN0mHVK2B6v5dsMUiQh,225585,11329024,3
7ngUedxa0XfFJHLy32QW,2960131,1440256,8
7nvHG46BM95P3SEW1ezy,34864147,3088384,9
7o5WIv30JPjRy1LHQbGq,6216537,1009664,8
7oKB6OiGX8LStVwnqlQI,176539,8493056,3
7oMbW9DCm6tQn5FTRIus,1390197,727552,6
7obPSDvanqmeT4Wiuw9Z,204059,11329024,3
7otn6PiHDgN4GmayhT2R,20062548,9072128,2
7pL84lUq3OAP0DiZ2mxj,11373608,1766912,2
7pLsiOtom1KAuaZx4bQF,959873,460288,8
7pU9smclbORIArdDtvuF,5703170,1796608,2
7pbVgdSnjUPTrwcR5GXu,14009927,7602176,2
7pdzUjNQPFyw41B0a8gR,9647887,1900544,1
7ptdL0VO1BzPlWXnGHwJ,136507,4513792,7
7pzosfRuZN1HiF5Xdh3M,10930422,1692672,2
7qBpIPJl0DvXnuWAMr6i,227964,11329024,3
7qKcamLjgNfwJb0B3z9I,403551,668160,1
7qQDOvVX1PipRLyBdNhW,18576870,8819712,2
7qXRGMD4gi8VkIWSjyeF,107381276,10571776,2
7qY2raQ6izp1KwGcsdyn,16472004,8300032,2
7qgZAJlOevNdjHtbpfuR,34204441,8493056,3
7qlMUcpafAL3QFiPWEzJ,121380149,11908096,2
7qvZykasB4CizHm8EIhT,1819727,712704,6
7r3gQfJxjyIdX1YloWuR,178250,8493056,3
7r4nyOFDRwkc2EgxopWV,11840363,2331136,4
7r5DCxQ2nJKN0GOYPmcH,271931,8507904,3
7rA0i63yVHEovbzemk5W,1046373,460288,8
7rFfuChDjeTMzdLVYJgW,8744752,4825600,9
7rGnF9XMABepRjP48xdT,3088011,1830016,6
7rIRLujKkM9NAsDd5Etc,23489312,2138112,6
7rLEfBjbiyXDU0Aewa4P,34283775,8493056,3
7rcIYafVLBJQ1Hwy2gDO,227693,11329024,3
7ri8e1uFxo9B3hD4p2Jk,273060,8507904,3
7rneDC6Ng10vEPuicRWV,7521060,1781760,1
7rvpSAIkeV8TKQDi0lw5,9105545,3771392,6
7s4hmScB9p6HZfNFwVri,909592,579072,1
7sNR0UFCQniz8vbhVpIo,4075518,1529344,6
7sXGVmyjMe1bc3LdOnYx,147267,8507904,3
7sbEMLcRn1mktlNwzdxW,39602126,4267034,2
7schXvl2FHSujB3aVK9e,5447511,2078720,6
7slN1qRFSycIgd9Qwejx,181953,8493056,3
7suvOYcA5hQI4Zk1HtMo,16764683,7631872,2
7t2LuUCxAsgdqwWGIXY6,917118,519680,1
7tDpNPXUISleJCkZQjr9,1047867,460288,8
7tTN1k68jFBqlbXDixru,1275163,1143296,8
7twBm0QdZXenW3vcUFJ2,1040924,460288,8
7uUXqGeM98kIf2xoO5Ys,34303128,8493056,3
7uUlDKMXZr6aQmVsLzO8,122631,148480,6
7uj5dveZfCAg4MWnorY0,38171020,4370216,2
7ujgT8KqGXmU5JFoM6LH,8412548,4038656,2
7ul8ODTFRYWPryM0xfLd,125524,8507904,3
7upD1xywIeOmibLNPSo4,2517563,846336,1
7uqOdRfD2MNowsIh3xUX,1411431,697856,6
7v0o3gGqdkjiOXRaEWQx,11246784,2063872,2
7v8gE2jK9YmzBFyD6xst,227226,11329024,3
7v9kY4e0qjIalb2C3Hn1,180039,8507904,3
7vCGe0MVocZwq5ltXbh8,18448771,8715776,2
7vIR8Bg5aZuwnkXmC3O1,9241132,4840448,9
7vKDaxCOzwoU6ZT1nNys,8078973,861184,9
7vS8qWAMU6VzbglhF4r3,6543300,1484800,8
7vXx2gNhaZedKUtIS4mP,34290481,8493056,3
7vhxTb5Y8IVO9wHBfyq0,34217552,8493056,3
7vjsWlX3rQL1dNenwTxV,19267478,9265152,2
7vtNCqSGQbBjmYdEURMH,1448646,460288,8
7w3H4fALRB6vVOgh8ce5,270569,8493056,3
7w5hNgKFji2kO6dCnMzJ,965791,460288,8
7w95c0pt83SLYuHBeRlG,27901285,5167104,1
7w9HgKIJmjx0cYnea243,11531881,6176768,2
7wFaWUhcDgonLtQdqpy2,17124772,9710592,3
7wM3js6pr84zyomJlNhG,226651,11329024,3
7waVJqpLnoxz4fKsZv39,34654299,3058688,9
7wm1pWx3h4HiuoODATbE,8379752,890880,9
7wpdECAtSosOImULRkQW,4332088,1113600,1
7wt6aGYEIzuJOXjBbyZP,246958,8507904,3
7wv5xnFcR2XleO19DyJb,237378,460288,1
7xUnl2qc9tbYWsFzQCKT,179840,8493056,3
7xeFLDBbNVWZiM1u2S5t,121527664,11922944,2
7xwMNplsj3EhBJ0Zkd9Q,12790633,2642944,1
7xyuBa1o8CHhiJ4tFGeK,165774,8493056,3
7y28ZxJs9SKVYom13vbA,31927284,2865664,6
7yJYuiRnmAZKr8PqsU1g,149265,8493056,3
7yhwG9NErjks0RDc15B2,3457217,2138112,6
7ykVQP3IzRgKpN95olma,34290893,8493056,3
7ywK5kNsz4EXe2xS3acM,172591,8493056,3
7yxCFjirtYhceaPuNZkD,8783264,4825600,9
7z03lVS5IJ8wOCvQyFdZ,90755930,8953344,2
7z8YaOovircnH5DZxyFC,15999335,7765504,2
7zIMcQ35pnFfgE9qr6vs,5359421,2063872,6
7zhQTZd1lrYEpxaCNWv8,8977049,4855296,9
7zp9WvQJTgrOnyjl4wGi,170702,8493056,3
7zr2DsIWVvgJmx3ik4L8,97357653,9651200,2
7zuqG1fZwhQlyjcbHUeA,20234785,1737216,2
7zygNrKJ614ea2vuSlBk,8555925,1677824,1
8026Dh4VpfjPekaCgAYQ,5405447,979968,2
807vR3GqyQpViHKxNWn4,38723761,4355742,2
80G5QtOzNdR9CVxTJ3Uv,1331494,7409152,1
80SRBPMDkCmJlbwYAiWq,961739,460288,8
80ViwbE3MzP2elI7NSFZ,125867,8507904,3
80ZfO5UGkLI4Scj3eQwh,34989657,4443284,2
80gD69r3peFlTAGtXzu7,1475717,608768,1
80gSqucmDeUFbHJWYy7M,8379371,861184,9
81BI6Ky9bfr4CL3TUkFp,69274279,6681600,2
81IgT57cylMUNGbLkiqm,20008439,9547264,2
81JBhZw7jQmauKs9brPy,34750940,3088384,9
81LeDy7sJGfSQHFAh0cp,79569123,7824896,2
81ZbxYRAu0SEJOj5NsgC,95336426,9413632,2
81hixSwVrAuGKNc3CLMX,1362813,2271744,9
81jMeyEZiOpJkCuBlDYg,11703130,2331136,4
81lKRfdtTgnpWqIUYMzo,165325,8493056,3
81qGwidJPUF7N6hpmerO,475203,237568,2
81ulAd7ac20I3FRTXeYr,4611872,1380864,1
8251cHixBfdqrKLoPl4v,281477,8507904,3
82AIq1lR7GwbtSsTWQNP,2730428,1217536,8
82C7lgFmjsNTu9fBdHbi,607209,950272,8
82L6irNBWpMQZ9DRlXKw,5376571,2019328,6
82j5UBofDE7wucTk4CRJ,7801136,816640,9
82kLgCGIRNXduWs1SrKh,167306,8493056,3
82kVSm5MBPszG7X13Zin,4634120,1083904,1
82nLVASm1tBsdgHMvEXP,34283528,8493056,3
82rMDRO53qpfnIL4Hi1Y,1012000,460288,8
830VZXwLBxUc9qAeKMh4,172120,8493056,3
83WX5lUK6RJTpb2rOHqI,23592869,2078720,2
83dL7Ovsfp9yCQTMehHD,104663276,10556928,2
83uOwngTAXtNQPvD2CxY,8588928,4840448,9
83up2hzQfPn5BcFaRwXO,23113295,2138112,6
849LvXpTdqesHuxnwfOG,11574011,2331136,4
84OlNTMLw3uXFdqapGUv,6268391,1662976,1
84RSutPNkVDme03yEvLT,182122,8493056,3
84RrvZ0uc7kqOhsSDITN,793257,549376,1
84ViQ93gyPruDSoOn7zw,53746020,4795904,9
84jKcbktfshl69TiErUG,32119149,3266560,2
84rjJmfPEVRbCDo3v27K,179431,8493056,3
857rChkgSJiFGI9Zu6Hb,8092358,816640,9
85K7ypWXbaOUjmuxDEz9,34285877,8493056,3
85Mk6byWNR1wCETYisFp,16322343,1648128,2
85SPpVLIiAYX3dqKvyar,88351074,8626688,2
85USJtlMLfksEDHXemdQ,272498,8507904,3
85X9KSMHj4TODcx6FAvW,227717,11329024,3
85lCRjIZmV670qYBJSNo,8225275,1930240,1
85m4HMaLjpTxtlovqZw0,177979,5300736,7
85qIWFZNGAb6nLug14lH,225120,11329024,3
85qyLrVc1vhsKCfnNXmx,7345069,816640,9
85rKfZbF1SIhMdjmux2N,38382865,4371480,2
860EGyhmJVB49WrLgOC3,105546343,9116672,2
86QrjZewznD2W3VhpRbm,12881577,6533120,2
86kMhQHlXa1UWO3ifeg2,34282467,8493056,3
86kXs2U1IEtu7d3fvxJY,185480,5300736,7
86ltmd4JPQnVozyK37bB,23312723,2152960,6
86zwqdmPOQucFREIM1Zg,179129,8493056,3
87Cf2go9YulDiHEyekaS,22121192,1945088,2
87DkeyGYrEq3xpKFh9SO,357195,445440,1
87FTRrZLn1WozgdYvbxQ,1809809,683008,1
87OEybJHlup9AavITYCg,166332,8493056,3
87jlaqfJEScCvPiWTYZD,146179,8507904,3
87tNO4MR0FzxlyPX5fL3,11511968,6295552,2
87zKHh2vErX6McwSZQyT,180556,5033472,7
891Ymzl3VvoJLAMXh4pO,19930997,9339392,2
894ejoK3q5aZurSAzUJs,167187,8493056,3
89HNYZxtGbavBFUewOT7,7828896,816640,9
89UZDSqlnhazBOCJrk3t,325212,460288,1
89VdQqEkGB2Fzv4lXnbU,127298,8507904,3
89v2baCuULMreOmyNKlW,182174,8493056,3
89vxBRnaEKcYM04Dhq5b,180693,8507904,3
8A1wMUgpDrZ6HTcmQoCx,177745,8493056,3
8AHh4WNQ5qYokKIXcmM7,34294308,8493056,3
8APhEd3UCifDsc4zVemR,6089646,1321472,1
8BYckA0Zu47Rjm3bgUzp,967280,460288,8
8BpCogQzxWahjF0wnOAD,18377970,9220608,2
8Bywd5tJUzgqbGmvcIS4,14995141,7438848,2
8BzIhwWAx031ErlbLuZ9,1276255,608768,9
8CKcwMWse2LIa9tkhGXE,5861153,2197504,6
8DpsvFOT0onWwUe3Larc,2706905,1054208,6
8DxQhtuOKPRZAjGy6Y3E,2558894,4053504,8
8Dz5Mb1QfxXTJESniLsZ,13843690,6176768,2
8E2PuBnfWTCXFGJ7RZcV,180195,8493056,3
8ELU07KQbV3FndjHtxON,171511,11329024,3
8EQSs7XKIkVNHL0Z41au,3986004,653312,4
8EVrKTM6uw3yBzSbq7vR,960947,460288,8
8EegflqKGRVDNihwFZ4b,49586808,4365312,2
8Ek93sPoaJVSyhrKwXQe,176731,5300736,7
8F32X71gy4wZrtvmNA6d,2601316,623616,2
8FOKNb1VGi0hYnc2u4ls,1080900,623616,6
8FVzZYojBMfvsPcHmqWC,8417587,861184,9
8FZgAGIiBmubfJcWl4an,500830,1039360,8
8Ff7vLkS4YjwlDadb1R5,127448,8507904,3
8FgPelbcMsCH1qLVtWKk,180062,8507904,3
8FqT40drJNGIK3UAnOfX,229087,11329024,3
8FwCkM3quO4Kryfa9Voz,14275647,7127040,2
8G30bR6M9dmVXziN1Fxs,11137921,2435072,4
8GAc1VdPixk7WN9gm5F4,1250288,1766912,8
8GF2DkYbJpAi3RqKyLcX,10941455,1247232,6
8GHm9yvYTWt4gQ2EBkxD,1057691,460288,8
8GRqMaEyALrQtJfWIVk6,15982530,7349760,2
8GilsX4Uk7xQdmz3wgyP,139477733,13704704,2
8GoaOMPuBA3slq2J4TEd,7181886,5434368,7
8H34IhqQL21VOat7CSdK,8395695,876032,9
8H7F04qlbk1nuVtCmRzZ,40476656,7290368,1
8HEiC2mz6tVxPqD4QhlG,5522488,816640,6
8I5jZWSKhlV2k9HqpOuB,277017,8507904,3
8ITycVmn7jY6AGDL2vep,38490082,4370494,2
8IbD9QgPs01NR7STfAxH,16795617,9027584,2
8IvKHQxUmoe2CBwatuOi,699557,579072,1
8J209kMCyFvWuInbYcio,7792110,816640,9
8J3W0n5K1dY4eOPHbj79,8741431,890880,9
8J6QdyfRgIeTnFsNPKDp,8082576,861184,9
8JButIKigxSbR9cZ75qv,381699,475136,1
8JL469XT7m3yEuCVIZxM,137217,8507904,3
8JOaeQSwmosFkM56D90g,1051144,712704,1
8JUVDQ2tjPlZSRcYpzrw,9630359,2331136,1
8JUtNcP6rKo5xjSwOTQg,126521,8507904,3
8JdntIrPBj61FRx39cfb,3741433,623616,4
8JqbzxWR216yr3Ptgems,180469,8493056,3
8KNqArVDfusEobR4Y0lO,4122842,683008,4
8KZ4WQGTEfJYnONerwbV,34779009,3073536,9
8KZWeM60wjvXS1D9amor,19760190,9101824,2
8KeOIvQaxRdsU7mu6CrL,58174012,6536992,2
8KrxmRY6OpGX1jE9hfIA,209036,11329024,3
8LFCXHZ2TMdNhc7aUAGf,12465876,2331136,4
8LM1gfQ4JsDe2tV3bkjh,25427517,2256896,2
8LSWJ06fMwxvnDmCGXkh,969211,460288,8
8LVijvDmg32TPO1b4qAX,8573851,4795904,9
8LYk4IBDwS3luAEK6Vsb,1242300,623616,9
8LiHPj7EOaFpnN0uTAW9,1083118,549376,1
8LmZGOEjyfCecP73osAh,204633,11329024,3
8LnoxdfArQiIbvV59Yyq,3797541,683008,4
8LrpcC15nHjUDGu7Xio0,87731243,8656384,2
8LtljiSurqc9QVgkBPwM,22622703,5805568,1
8LyrjEcsXh1MGd4wg3eS,16118909,4558336,1
8M5LqRFn3buTrYjSKfEU,15962421,7305216,2
8MFRorIPmY0iKq5Wz4xB,34279832,8493056,3
8MSg6ycte4mZsOQL9bVN,21226605,2004480,2
